"OrderNumber";"OrderDate";"Customer Name Index";"Channel";"Currency Code";"Warehouse Code";"Delivery Region Index";"Product Description Index";"Order Quantity";"Unit Price";"Line Total";"Total Unit Cost"
"SO - 0004733";"2021-09-16";136;"Export";"USD";"AXW291";838;6;12;1728.6;20743.2;1382.88
"SO - 0007111";"2021-09-16";84;"Export";"USD";"AXW291";832;9;12;1072.0;12864.0;439.52
"SO - 0009132";"2021-09-16";13;"Wholesale";"USD";"GUT930";101;13;10;3845.8;38458.0;1884.442
"SO - 0010692";"2021-09-16";140;"Distributor";"USD";"AXW291";750;30;12;2479.0;29748.0;1041.18
"SO - 0008195";"2021-09-16";113;"Wholesale";"USD";"AXW291";883;9;11;2231.1;24542.1;1070.928
"SO - 000850";"2021-09-16";119;"Distributor";"USD";"AXW291";897;12;12;2432.1;29185.2;2018.643
"SO - 0002424";"2021-09-16";93;"Wholesale";"USD";"NXH382";555;13;11;2257.9;24836.9;1670.846
"SO - 0003312";"2021-09-16";175;"Wholesale";"USD";"GUT930";677;5;9;1849.2;16642.8;795.1560000000001
"SO - 0003748";"2021-09-16";138;"Distributor";"USD";"GUT930";471;13;5;2693.4;13467.0;2073.918
"SO - 0004578";"2021-09-16";70;"Export";"USD";"GUT930";298;3;7;938.0;6566.0;515.9000000000001
"SO - 0004893";"2021-09-16";57;"Wholesale";"USD";"NXH382";144;20;8;3376.8;27014.4;1857.24
"SO - 0008715";"2021-09-16";2;"Wholesale";"USD";"NXH382";824;10;6;1855.9;11135.4;816.596
"SO - 000296";"2021-09-16";148;"Wholesale";"USD";"NXH382";551;26;11;1072.0;11792.0;900.48
"SO - 0001556";"2021-09-16";106;"Distributor";"USD";"GUT930";731;2;5;3919.5;19597.5;2038.14
"SO - 0003513";"2021-09-16";24;"Wholesale";"USD";"GUT930";61;1;10;1045.2;10452.0;648.024
"SO - 0004870";"2021-09-16";32;"Distributor";"USD";"NXH382";660;27;5;2840.8;14204.0;2045.376
"SO - 0007201";"2021-09-16";80;"Distributor";"USD";"FLR025";544;18;5;3959.7;19798.5;2296.626
"SO - 0010257";"2021-09-16";60;"Distributor";"USD";"AXW291";511;4;11;1005.0;11055.0;532.65
"SO - 0010457";"2021-09-16";56;"Wholesale";"USD";"AXW291";695;25;12;1762.1;21145.2;1497.785
"SO - 000345";"2021-09-16";65;"Wholesale";"USD";"GUT930";72;10;8;2586.2000000000003;20689.6;1681.0300000000002
"SO - 0001297";"2021-09-16";1;"Distributor";"USD";"NXH382";599;27;5;3819.0;19095.0;2367.78
"SO - 0007269";"2021-09-16";169;"Wholesale";"USD";"NXH382";746;25;9;6204.2;55837.8;4280.897999999999
"SO - 0007770";"2021-09-16";149;"Wholesale";"USD";"AXW291";33;17;12;2391.9;28702.800000000003;956.76
"SO - 0008114";"2021-09-16";174;"Export";"USD";"AXW291";193;4;8;1775.5;14204.0;710.2
"SO - 0009949";"2021-09-16";72;"Distributor";"USD";"AXW291";117;21;8;3557.7000000000003;28461.6;1600.965
"SO - 000451";"2021-09-16";2;"Wholesale";"USD";"NXH382";810;5;9;5433.7;48903.3;3857.927
"SO - 0001397";"2021-09-16";16;"Distributor";"USD";"GUT930";260;14;5;2338.3;11691.5;1800.4910000000002
"SO - 0001421";"2021-09-16";138;"Distributor";"USD";"NXH382";493;25;7;1132.3;7926.099999999999;905.84
"SO - 0002054";"2021-09-16";134;"Wholesale";"USD";"AXW291";499;1;6;857.6;5145.6;497.408
"SO - 0003377";"2021-09-16";19;"Wholesale";"USD";"GUT930";40;25;8;1045.2;8361.6;857.064
"SO - 0003966";"2021-09-16";69;"Wholesale";"USD";"AXW291";693;25;12;6478.900000000001;77746.8;4664.808
"SO - 0005194";"2021-09-16";157;"Export";"USD";"AXW291";102;26;12;2318.2000000000003;27818.4;1877.7420000000004
"SO - 0005284";"2021-09-16";122;"Distributor";"USD";"FLR025";193;1;12;3906.1;46873.2;1874.928
"SO - 0008003";"2021-09-16";42;"Distributor";"USD";"NXH382";672;10;11;5152.3;56675.3;2112.443
"SO - 0009267";"2021-09-16";60;"Distributor";"USD";"AXW291";901;10;6;3879.3;23275.800000000003;3142.233
"SO - 0002585";"2021-09-17";88;"Export";"USD";"AXW291";373;2;9;261.3;2351.7000000000003;203.814
"SO - 0005056";"2021-09-17";135;"Distributor";"USD";"AXW291";920;25;6;3892.7;23356.2;2802.744
"SO - 0005272";"2021-09-17";47;"Distributor";"USD";"AXW291";87;28;12;174.20000000000002;2090.4;123.682
"SO - 0005335";"2021-09-17";43;"Export";"USD";"AXW291";102;24;9;1065.3;9587.7;692.445
"SO - 0005545";"2021-09-17";115;"Wholesale";"USD";"AXW291";733;2;8;1098.8;8790.4;483.472
"SO - 0007554";"2021-09-17";36;"Wholesale";"USD";"AXW291";236;20;5;2452.2000000000003;12261.000000000002;1741.062
"SO - 0010432";"2021-09-17";45;"Export";"USD";"GUT930";213;15;5;3142.3;15711.5;2513.84
"SO - 0001381";"2021-09-17";46;"Distributor";"USD";"FLR025";781;12;10;254.6;2546.0;124.754
"SO - 0001522";"2021-09-17";111;"Export";"USD";"GUT930";748;26;11;3872.6;42598.6;2710.82
"SO - 0001693";"2021-09-17";111;"Wholesale";"USD";"NXH382";246;4;9;5983.1;53847.9;2393.24
"SO - 0002799";"2021-09-17";111;"Export";"USD";"NXH382";265;26;8;1286.4;10291.2;643.2
"SO - 0004785";"2021-09-17";72;"Wholesale";"USD";"GUT930";628;3;12;201.0;2412.0;90.45
"SO - 0005031";"2021-09-17";159;"Distributor";"USD";"AXW291";454;19;12;964.8;11577.6;530.6400000000001
"SO - 0005718";"2021-09-17";30;"Wholesale";"USD";"NXH382";659;14;7;737.0;5159.0;353.76
"SO - 0006840";"2021-09-17";1;"Distributor";"USD";"GUT930";682;2;7;2606.3;18244.1;1329.2130000000002
"SO - 0008357";"2021-09-17";63;"Export";"USD";"AXW291";628;16;7;2398.6;16790.2;1990.838
"SO - 0009507";"2021-09-17";23;"Wholesale";"USD";"NXH382";928;2;10;3028.4;30284.0;1877.608
"SO - 0010183";"2021-09-17";84;"Export";"USD";"GUT930";46;22;7;180.9;1266.3;141.102
"SO - 0008937";"2021-09-17";93;"Wholesale";"USD";"FLR025";339;26;12;991.6;11899.2;565.212
"SO - 0002242";"2021-09-17";41;"Distributor";"USD";"NXH382";487;5;6;1085.4;6512.400000000001;694.6560000000001
"SO - 0004818";"2021-09-17";75;"Wholesale";"USD";"AXW291";139;25;7;247.9;1735.3;131.387
"SO - 0004953";"2021-09-17";50;"Wholesale";"USD";"AXW291";335;7;10;1145.7;11457.0;458.28
"SO - 0006076";"2021-09-17";151;"Wholesale";"USD";"NXH382";982;22;8;1829.1;14632.8;1006.005
"SO - 0006781";"2021-09-17";161;"Wholesale";"USD";"NXH382";252;13;8;1098.8;8790.4;582.364
"SO - 0001194";"2021-09-17";50;"Wholesale";"USD";"NXH382";986;23;6;214.4;1286.4;154.368
"SO - 0003113";"2021-09-17";101;"Wholesale";"USD";"GUT930";603;25;8;1802.3;14418.4;1297.656
"SO - 0003418";"2021-09-17";49;"Export";"USD";"AXW291";960;1;12;917.9;11014.8;523.203
"SO - 0004388";"2021-09-17";51;"Wholesale";"USD";"AXW291";212;3;12;2653.2000000000003;31838.4;1751.1120000000003
"SO - 0007731";"2021-09-17";66;"Export";"USD";"AXW291";677;4;10;951.4;9514.0;608.896
"SO - 0009593";"2021-09-17";98;"Wholesale";"USD";"NXH382";81;10;6;2003.3;12019.8;1242.046
"SO - 0009230";"2021-09-17";34;"Distributor";"USD";"FLR025";155;21;10;268.0;2680.0;198.32
"SO - 000485";"2021-09-17";16;"Wholesale";"USD";"AXW291";37;6;6;3979.8;23878.800000000003;2069.496
"SO - 000614";"2021-09-17";38;"Wholesale";"USD";"GUT930";263;1;5;1051.9;5259.5;683.7350000000001
"SO - 0002006";"2021-09-17";16;"Wholesale";"USD";"AXW291";407;15;11;1996.6;21962.6;1078.1640000000002
"SO - 0006446";"2021-09-17";6;"Distributor";"USD";"NXH382";183;3;8;2331.6;18652.8;1025.904
"SO - 0006912";"2021-09-17";30;"Distributor";"USD";"AXW291";165;13;10;3999.9;39999.0;3359.916
"SO - 0007593";"2021-09-17";135;"Wholesale";"USD";"NXH382";484;19;12;227.8;2733.6000000000004;107.066
"SO - 0009487";"2021-09-17";113;"Wholesale";"USD";"AXW291";169;5;8;1038.5;8308.0;654.255
"SO - 0001970";"2021-09-17";17;"Wholesale";"USD";"AXW291";867;7;7;5165.7;36159.9;2066.28
"SO - 0003271";"2021-09-17";109;"Wholesale";"USD";"FLR025";447;17;10;3497.4;34974.0;1398.96
"SO - 0004410";"2021-09-17";171;"Wholesale";"USD";"NXH382";853;18;9;2237.8;20140.2;1678.35
"SO - 0004474";"2021-09-17";89;"Wholesale";"USD";"GUT930";641;13;11;1125.6;12381.600000000002;742.8960000000001
"SO - 0005556";"2021-09-17";173;"Distributor";"USD";"NXH382";931;13;6;2680.0;16080.0;2144.0
"SO - 0007462";"2021-09-17";165;"Wholesale";"USD";"GUT930";39;26;7;2338.3;16368.100000000002;1823.8740000000005
"SO - 0008157";"2021-09-17";106;"Wholesale";"USD";"GUT930";977;26;7;3859.2;27014.4;1891.008
"SO - 0008472";"2021-09-17";36;"Distributor";"USD";"AXW291";825;18;5;3825.7;19128.5;2257.163
"SO - 0008257";"2021-09-17";153;"Wholesale";"USD";"FLR025";946;1;6;1279.7;7678.200000000001;639.85
"SO - 0002291";"2021-09-18";13;"Wholesale";"USD";"AXW291";529;13;10;2271.3;22713.0;1476.3450000000005
"SO - 0005329";"2021-09-18";13;"Wholesale";"USD";"AXW291";138;26;8;1862.6;14900.8;949.926
"SO - 0006032";"2021-09-18";163;"Distributor";"USD";"AXW291";699;15;5;777.2;3886.0;349.74
"SO - 0008254";"2021-09-18";148;"Wholesale";"USD";"FLR025";542;16;8;1031.8;8254.4;815.122
"SO - 0002332";"2021-09-18";71;"Wholesale";"USD";"NXH382";353;14;8;5983.1;47864.8;2632.5640000000003
"SO - 0002517";"2021-09-18";47;"Export";"USD";"AXW291";107;8;7;3839.1;26873.7;2917.716
"SO - 0003181";"2021-09-18";7;"Wholesale";"USD";"AXW291";737;3;7;2251.2000000000003;15758.4;1710.9120000000005
"SO - 0005507";"2021-09-18";126;"Export";"USD";"NXH382";851;30;8;1259.6;10076.8;705.3760000000001
"SO - 0006695";"2021-09-18";84;"Wholesale";"USD";"FLR025";406;10;5;3926.2;19631.0;3062.436
"SO - 0007580";"2021-09-18";27;"Wholesale";"USD";"GUT930";244;6;5;3450.5;17252.5;2346.34
"SO - 0007590";"2021-09-18";74;"Wholesale";"USD";"AXW291";676;5;12;3886.0;46632.0;1904.14
"SO - 0007765";"2021-09-18";16;"Distributor";"USD";"AXW291";228;22;8;1085.4;8683.2;477.576
"SO - 0007796";"2021-09-18";125;"Distributor";"USD";"AXW291";954;13;5;1782.2;8911.0;1497.048
"SO - 0008565";"2021-09-18";165;"Wholesale";"USD";"NXH382";814;20;5;5514.1;27570.5;2536.4860000000003
"SO - 0009909";"2021-09-18";45;"Wholesale";"USD";"AXW291";533;25;10;1045.2;10452.0;679.3800000000001
"SO - 000104";"2021-09-18";76;"Export";"USD";"AXW291";182;2;6;2324.9;13949.4;1464.687
"SO - 000774";"2021-09-18";98;"Wholesale";"USD";"GUT930";773;3;12;2606.3;31275.6;1563.78
"SO - 0001708";"2021-09-18";64;"Wholesale";"USD";"FLR025";574;6;7;1139.0;7973.0;797.3
"SO - 0002826";"2021-09-18";164;"Wholesale";"USD";"NXH382";866;13;6;2659.9;15959.4;1808.732
"SO - 0007363";"2021-09-18";3;"Distributor";"USD";"GUT930";595;2;11;1929.6;21225.6;868.32
"SO - 0007646";"2021-09-18";117;"Distributor";"USD";"GUT930";526;2;7;3886.0;27202.0;2914.5
"SO - 0008361";"2021-09-18";106;"Distributor";"USD";"AXW291";583;1;6;6056.8;36340.8;4118.624000000001
"SO - 0009591";"2021-09-18";155;"Wholesale";"USD";"GUT930";301;5;8;3959.7;31677.6;1663.074
"SO - 0004247";"2021-09-18";56;"Export";"USD";"AXW291";176;24;6;3879.3;23275.800000000003;2056.029
"SO - 0007123";"2021-09-18";60;"Distributor";"USD";"AXW291";414;4;11;1005.0;11055.0;532.65
"SO - 0008090";"2021-09-18";33;"Wholesale";"USD";"AXW291";299;25;10;1072.0;10720.0;804.0
"SO - 0008648";"2021-09-18";126;"Distributor";"USD";"FLR025";276;14;6;3832.4;22994.4;3104.244
"SO - 0010750";"2021-09-18";161;"Distributor";"USD";"AXW291";147;15;10;1139.0;11390.0;455.6
"SO - 0010580";"2021-09-18";172;"Export";"USD";"NXH382";68;26;12;1045.2;12542.4;846.6120000000001
"SO - 0002278";"2021-09-18";74;"Wholesale";"USD";"NXH382";892;13;6;2472.3;14833.8;1335.042
"SO - 0003882";"2021-09-18";133;"Wholesale";"USD";"GUT930";80;6;9;1246.2;11215.8;610.638
"SO - 0004097";"2021-09-18";119;"Wholesale";"USD";"AXW291";215;14;6;1152.4;6914.400000000001;645.3440000000002
"SO - 0005308";"2021-09-18";17;"Wholesale";"USD";"AXW291";679;5;9;167.5;1507.5;130.65
"SO - 0005849";"2021-09-18";94;"Wholesale";"USD";"NXH382";843;23;5;3778.8;18894.0;1662.672
"SO - 0005989";"2021-09-18";141;"Distributor";"USD";"AXW291";102;2;6;864.3000000000001;5185.8;380.292
"SO - 0006224";"2021-09-18";44;"Wholesale";"USD";"AXW291";765;25;6;891.1;5346.6;605.9480000000001
"SO - 000367";"2021-09-18";29;"Distributor";"USD";"AXW291";409;15;6;3953.0;23718.0;2095.09
"SO - 0004154";"2021-09-18";77;"Distributor";"USD";"GUT930";749;25;5;167.5;837.5;90.45
"SO - 0006008";"2021-09-18";100;"Wholesale";"USD";"AXW291";359;4;10;5835.7;58357.0;2509.351
"SO - 0007393";"2021-09-18";67;"Export";"USD";"NXH382";323;24;8;1051.9;8415.2;704.7730000000001
"SO - 0004189";"2021-09-19";16;"Wholesale";"USD";"AXW291";8;6;10;167.5;1675.0;142.375
"SO - 0005204";"2021-09-19";67;"Wholesale";"USD";"AXW291";414;26;7;5427.0;37989.0;2170.8
"SO - 0008926";"2021-09-19";161;"Wholesale";"USD";"GUT930";253;15;7;221.1;1547.7;161.403
"SO - 0010386";"2021-09-19";71;"Export";"USD";"AXW291";240;9;12;5386.8;64641.600000000006;4417.176
"SO - 0008935";"2021-09-19";47;"Wholesale";"USD";"GUT930";713;15;12;3966.4;47596.8;2498.832
"SO - 0010609";"2021-09-19";115;"Export";"USD";"GUT930";172;25;12;951.4;11416.8;780.1479999999999
"SO - 0009987";"2021-09-19";65;"Wholesale";"USD";"GUT930";587;13;8;3912.8;31302.4;3325.88
"SO - 0001684";"2021-09-19";60;"Wholesale";"USD";"AXW291";661;16;5;917.9;4589.5;514.024
"SO - 0003991";"2021-09-19";71;"Distributor";"USD";"AXW291";405;15;8;1072.0;8576.0;482.4
"SO - 0005245";"2021-09-19";60;"Distributor";"USD";"FLR025";468;9;7;234.5;1641.5;93.8
"SO - 0005260";"2021-09-19";102;"Export";"USD";"NXH382";837;1;11;2278.0;25058.0;1070.66
"SO - 0005753";"2021-09-19";155;"Wholesale";"USD";"AXW291";730;25;5;5735.2;28676.0;3670.528
"SO - 0006319";"2021-09-19";77;"Distributor";"USD";"FLR025";969;14;11;2586.2000000000003;28448.200000000004;1965.512
"SO - 0009136";"2021-09-19";50;"Wholesale";"USD";"GUT930";688;13;11;3979.8;43777.8;3343.032
"SO - 0010139";"2021-09-19";29;"Wholesale";"USD";"FLR025";664;15;6;1058.6;6351.6;455.198
"SO - 0001355";"2021-09-19";60;"Wholesale";"USD";"FLR025";37;26;6;3946.3;23677.800000000003;3314.892
"SO - 0001538";"2021-09-19";119;"Export";"USD";"AXW291";964;14;6;3993.2;23959.2;3354.288
"SO - 0001756";"2021-09-19";128;"Distributor";"USD";"GUT930";237;20;10;1949.7;19497.0;1072.335
"SO - 0002378";"2021-09-19";28;"Wholesale";"USD";"NXH382";674;12;5;3932.9;19664.5;2202.4240000000004
"SO - 0003846";"2021-09-19";158;"Distributor";"USD";"AXW291";308;3;10;958.1;9581.0;488.631
"SO - 0004047";"2021-09-19";142;"Wholesale";"USD";"GUT930";497;19;12;1963.1;23557.2;1472.325
"SO - 0005833";"2021-09-19";159;"Wholesale";"USD";"NXH382";852;25;7;2914.5;20401.5;1690.41
"SO - 0010020";"2021-09-19";141;"Distributor";"USD";"AXW291";443;6;8;1125.6;9004.800000000001;585.3120000000001
"SO - 0010241";"2021-09-19";163;"Wholesale";"USD";"AXW291";387;17;11;5092.0;56012.0;3360.7200000000003
"SO - 0002618";"2021-09-19";53;"Distributor";"USD";"GUT930";361;20;6;174.20000000000002;1045.2;125.424
"SO - 0004364";"2021-09-19";57;"Wholesale";"USD";"AXW291";213;26;5;1876.0;9380.0;1050.5600000000002
"SO - 0005022";"2021-09-19";125;"Wholesale";"USD";"GUT930";774;4;12;897.8000000000001;10773.6;475.83400000000006
"SO - 0007552";"2021-09-19";77;"Wholesale";"USD";"AXW291";417;1;5;4006.6;20033.0;2043.366
"SO - 0010598";"2021-09-19";134;"Wholesale";"USD";"NXH382";437;8;9;1078.7;9708.3;765.877
"SO - 0010085";"2021-09-19";124;"Distributor";"USD";"NXH382";729;18;5;1782.2;8911.0;712.8800000000001
"SO - 0009003";"2021-09-19";63;"Distributor";"USD";"AXW291";227;3;12;2003.3;24039.6;1201.98
"SO - 0008997";"2021-09-19";91;"Distributor";"USD";"NXH382";301;26;10;1795.6;17956.0;1059.404
"SO - 0003620";"2021-09-19";32;"Wholesale";"USD";"GUT930";332;3;10;6117.1;61171.0;3792.602
"SO - 0004809";"2021-09-19";153;"Wholesale";"USD";"AXW291";656;16;12;2385.2000000000003;28622.4;1311.8600000000004
"SO - 0004967";"2021-09-19";77;"Distributor";"USD";"AXW291";858;16;12;3845.8;46149.600000000006;2230.564
"SO - 0004968";"2021-09-19";140;"Wholesale";"USD";"GUT930";403;10;12;1078.7;12944.4;431.48
"SO - 0006092";"2021-09-19";7;"Distributor";"USD";"NXH382";264;1;5;1125.6;5628.000000000001;686.6160000000001
"SO - 0006216";"2021-09-19";149;"Wholesale";"USD";"GUT930";400;26;9;1835.8;16522.2;917.9
"SO - 0009440";"2021-09-19";162;"Wholesale";"USD";"FLR025";273;1;11;207.7;2284.7000000000003;89.311
"SO - 0008730";"2021-09-19";150;"Distributor";"USD";"AXW291";502;2;10;1172.5;11725.0;996.625
"SO - 0008651";"2021-09-19";116;"Distributor";"USD";"AXW291";207;17;12;1058.6;12703.2;635.1600000000001
"SO - 0009942";"2021-09-19";49;"Wholesale";"USD";"GUT930";99;26;8;3819.0;30552.0;2978.82
"SO - 0010613";"2021-09-19";55;"Export";"USD";"GUT930";848;25;12;2546.0;30552.0;1884.04
"SO - 000242";"2021-09-19";100;"Wholesale";"USD";"AXW291";994;17;9;3946.3;35516.700000000004;1657.446
"SO - 000276";"2021-09-19";152;"Export";"USD";"AXW291";279;17;7;2505.8;17540.600000000002;1804.176
"SO - 000515";"2021-09-19";160;"Wholesale";"USD";"AXW291";457;25;7;1829.1;12803.7;1463.2800000000002
"SO - 000601";"2021-09-19";65;"Distributor";"USD";"NXH382";294;13;7;3202.6;22418.2;2177.768
"SO - 0001109";"2021-09-19";48;"Distributor";"USD";"AXW291";357;6;11;1072.0;11792.0;707.52
"SO - 0001652";"2021-09-19";126;"Distributor";"USD";"FLR025";386;11;10;2706.8;27068.0;1651.148
"SO - 0002127";"2021-09-19";36;"Export";"USD";"AXW291";822;10;6;837.5;5025.0;661.625
"SO - 0002143";"2021-09-19";169;"Distributor";"USD";"GUT930";373;3;12;3959.7;47516.4;3207.3570000000004
"SO - 0003397";"2021-09-19";90;"Wholesale";"USD";"AXW291";823;19;10;201.0;2010.0;142.70999999999998
"SO - 0003932";"2021-09-19";142;"Wholesale";"USD";"GUT930";112;10;9;3919.5;35275.5;1685.385
"SO - 0005948";"2021-09-19";141;"Export";"USD";"AXW291";515;5;6;5835.7;35014.2;2917.85
"SO - 0007212";"2021-09-19";29;"Export";"USD";"AXW291";951;4;5;5708.400000000001;28542.000000000004;2283.36
"SO - 0010307";"2021-09-19";163;"Wholesale";"USD";"NXH382";372;3;12;1159.1;13909.2;869.325
"SO - 0009379";"2021-09-19";172;"Wholesale";"USD";"AXW291";850;13;9;998.3;8984.7;718.7760000000001
"SO - 0009535";"2021-09-19";137;"Export";"USD";"GUT930";394;27;12;1078.7;12944.4;776.664
"SO - 0001402";"2021-09-20";54;"Wholesale";"USD";"AXW291";257;7;6;2264.6;13587.6;1494.636
"SO - 0002165";"2021-09-20";89;"Wholesale";"USD";"AXW291";897;15;7;3484.0;24388.0;1532.96
"SO - 0006633";"2021-09-20";60;"Export";"USD";"AXW291";219;16;10;3966.4;39664.0;2102.192
"SO - 0006724";"2021-09-20";163;"Export";"USD";"AXW291";699;4;8;1132.3;9058.4;917.163
"SO - 0006957";"2021-09-20";85;"Wholesale";"USD";"AXW291";372;24;9;1025.1;9225.9;461.2950000000001
"SO - 0007116";"2021-09-20";22;"Wholesale";"USD";"AXW291";692;25;12;1139.0;13668.0;728.96
"SO - 0007478";"2021-09-20";63;"Wholesale";"USD";"AXW291";663;25;8;1139.0;9112.0;694.79
"SO - 0009986";"2021-09-20";82;"Wholesale";"USD";"AXW291";131;2;7;837.5;5862.5;477.375
"SO - 000355";"2021-09-20";151;"Distributor";"USD";"GUT930";33;18;11;1092.1;12013.100000000002;622.4970000000001
"SO - 000547";"2021-09-20";96;"Wholesale";"USD";"GUT930";127;13;11;1051.9;11570.9;736.33
"SO - 000707";"2021-09-20";143;"Wholesale";"USD";"AXW291";387;14;5;3886.0;19430.0;2797.92
"SO - 0001834";"2021-09-20";138;"Distributor";"USD";"AXW291";159;20;9;1112.2;10009.8;734.052
"SO - 0003126";"2021-09-20";88;"Wholesale";"USD";"AXW291";616;13;12;2941.3;35295.600000000006;2176.562
"SO - 0003154";"2021-09-20";124;"Wholesale";"USD";"NXH382";607;26;10;2465.6;24656.0;1972.48
"SO - 0003909";"2021-09-20";118;"Distributor";"USD";"FLR025";459;1;9;3886.0;34974.0;1632.12
"SO - 0003994";"2021-09-20";69;"Distributor";"USD";"NXH382";619;26;8;1139.0;9112.0;603.6700000000001
"SO - 0004403";"2021-09-20";148;"Wholesale";"USD";"NXH382";433;4;9;3892.7;35034.3;1985.2770000000005
"SO - 0006875";"2021-09-20";20;"Export";"USD";"GUT930";796;1;9;783.9;7055.099999999999;509.535
"SO - 0007645";"2021-09-20";74;"Distributor";"USD";"NXH382";230;19;7;1252.9;8770.300000000001;764.269
"SO - 0009508";"2021-09-20";90;"Wholesale";"USD";"AXW291";543;20;8;1125.6;9004.800000000001;855.4560000000001
"SO - 0010573";"2021-09-20";145;"Distributor";"USD";"AXW291";216;11;5;3028.4;15142.0;1907.892
"SO - 0009899";"2021-09-20";117;"Wholesale";"USD";"GUT930";48;20;6;5085.3;30511.800000000003;3000.327
"SO - 000593";"2021-09-20";85;"Wholesale";"USD";"AXW291";950;4;8;5547.6;44380.8;4216.176
"SO - 000600";"2021-09-20";126;"Wholesale";"USD";"GUT930";220;19;8;790.6;6324.8;672.01
"SO - 0006715";"2021-09-20";106;"Wholesale";"USD";"AXW291";898;13;9;3912.8;35215.200000000004;3325.88
"SO - 0009202";"2021-09-20";39;"Wholesale";"USD";"AXW291";106;21;7;2458.9;17212.3;1303.217
"SO - 0008324";"2021-09-20";21;"Wholesale";"USD";"AXW291";687;4;7;3169.1;22183.7;2313.443
"SO - 0008558";"2021-09-20";26;"Wholesale";"USD";"NXH382";533;22;7;917.9;6425.3;504.845
"SO - 000605";"2021-09-20";154;"Distributor";"USD";"AXW291";641;17;5;938.0;4690.0;478.38
"SO - 0003335";"2021-09-20";115;"Wholesale";"USD";"AXW291";77;13;5;194.3;971.5;118.523
"SO - 0003409";"2021-09-20";75;"Wholesale";"USD";"GUT930";438;19;9;1259.6;11336.4;919.508
"SO - 0004066";"2021-09-20";122;"Distributor";"USD";"AXW291";546;1;6;1072.0;6432.0;707.52
"SO - 0004397";"2021-09-20";90;"Distributor";"USD";"AXW291";75;25;10;227.8;2278.0;97.954
"SO - 0004661";"2021-09-20";30;"Distributor";"USD";"AXW291";619;1;6;1829.1;10974.6;749.931
"SO - 0007117";"2021-09-20";64;"Wholesale";"USD";"AXW291";534;19;8;261.3;2090.4;107.133
"SO - 0010285";"2021-09-20";26;"Export";"USD";"AXW291";318;8;9;964.8;8683.2;520.9920000000001
"SO - 0009987";"2021-09-20";65;"Wholesale";"USD";"GUT930";825;13;8;3912.8;31302.4;3325.88
"SO - 0008392";"2021-09-20";73;"Export";"USD";"NXH382";406;2;11;3879.3;42672.3;3025.8540000000003
"SO - 000349";"2021-09-20";44;"Export";"USD";"NXH382";286;5;8;1165.8;9326.4;827.718
"SO - 000418";"2021-09-20";46;"Wholesale";"USD";"AXW291";984;6;7;703.5;4924.5;316.575
"SO - 0003951";"2021-09-20";39;"Wholesale";"USD";"AXW291";298;1;6;261.3;1567.8000000000002;177.68400000000003
"SO - 0004727";"2021-09-20";150;"Export";"USD";"AXW291";811;19;9;2814.0;25326.0;1997.94
"SO - 0005782";"2021-09-20";121;"Export";"USD";"AXW291";862;9;6;1132.3;6793.799999999999;611.442
"SO - 0007227";"2021-09-20";142;"Wholesale";"USD";"GUT930";103;19;10;1721.9;17219.0;1050.359
"SO - 0010317";"2021-09-20";144;"Distributor";"USD";"AXW291";654;13;9;268.0;2412.0;222.44
"SO - 0008590";"2021-09-20";77;"Distributor";"USD";"GUT930";884;20;11;3939.6;43335.6;1733.424
"SO - 000192";"2021-09-20";57;"Wholesale";"USD";"AXW291";447;17;8;1152.4;9219.2;622.296
"SO - 0003054";"2021-09-20";100;"Distributor";"USD";"NXH382";193;14;11;2318.2000000000003;25500.200000000004;1182.2820000000002
"SO - 0003334";"2021-09-20";150;"Wholesale";"USD";"FLR025";120;25;11;1969.8;21667.8;1575.84
"SO - 0005612";"2021-09-20";128;"Distributor";"USD";"AXW291";540;16;10;2244.5;22445.0;920.245
"SO - 0006078";"2021-09-20";67;"Wholesale";"USD";"NXH382";605;11;8;3932.9;31463.2;2831.688
"SO - 0007968";"2021-09-20";120;"Distributor";"USD";"AXW291";604;17;6;3926.2;23557.2;1923.838
"SO - 000738";"2021-09-21";93;"Wholesale";"USD";"AXW291";462;25;11;180.9;1989.9;150.147
